user_id,movie_id,rating
885,821,3
784,344,4
7,465,4
380,69,4
606,713,4
262,443,3
771,286,2
405,640,1
405,174,5
193,368,1
907,248,5
707,606,4
267,64,5
880,411,4
433,245,3
352,98,5
561,719,1
194,479,3
42,785,4
535,495,3
44,507,3
348,411,4
529,294,4
906,285,5
489,243,4
194,510,4
24,58,3
863,271,4
804,156,4
916,318,4
919,676,4
886,173,5
470,874,3
436,925,4
416,181,5
343,963,5
276,561,2
104,1241,1
870,746,3
197,449,5
59,479,5
756,1274,2
347,65,2
903,1073,3
804,291,4
890,527,4
495,101,5
325,345,3
496,1063,3
470,246,2
815,151,4
234,506,4
561,215,3
273,305,4
586,118,4
681,286,5
327,367,4
56,90,2
181,1367,2
455,217,4
416,734,3
23,432,4
160,952,4
111,340,4
773,170,5
660,444,2
399,496,3
939,680,2
618,131,4
624,347,4
2,50,5
514,1039,5
16,191,5
389,393,2
782,989,3
94,67,3
533,318,5
715,318,5
519,887,5
307,56,4
63,1,3
675,1101,4
305,941,2
167,735,4
867,588,3
476,209,4
911,357,4
494,183,5
64,211,4
900,100,4
911,420,4
18,238,5
709,144,3
271,272,3
785,423,2
660,470,2
363,1016,4
271,286,4
597,283,5
433,294,3
240,751,3
442,449,2
758,619,4
932,614,4
145,228,4
281,338,2
116,181,4
514,15,4
416,1229,2
113,246,5
854,257,3
24,127,5
21,981,2
823,55,4
738,98,4
479,111,4
116,888,2
503,580,3
913,186,3
145,49,3
913,265,4
72,50,2
479,357,4
308,579,3
457,287,4
406,202,3
65,66,3
588,597,4
302,271,4
239,8,5
43,191,5
31,321,4
424,100,5
766,230,3
92,474,4
90,162,5
659,212,4
109,849,2
232,705,5
42,467,3
886,237,4
653,88,3
190,125,3
716,514,5
89,275,5
662,291,2
238,220,3
516,523,3
249,24,4
119,154,5
303,43,3
1,3,4
256,728,4
227,124,4
213,504,5
575,111,1
428,332,4
344,751,4
209,1137,4
566,405,5
790,151,4
409,1449,5
668,323,4
758,213,5
942,689,3
514,435,3
234,226,2
320,1,3
254,1444,3
72,134,5
794,109,4
201,475,4
406,435,5
269,505,3
346,879,5
896,284,4
608,448,5
525,121,4
17,151,4
392,880,4
804,250,4
178,873,3
792,471,4
904,1074,4
102,1025,2
772,258,5
683,299,3
201,216,4
406,203,4
887,427,5
354,180,3
90,131,5
727,890,1
254,451,2
655,1012,3
851,174,5
845,1234,4
391,628,4
517,405,4
894,288,3
551,660,3
96,156,4
104,268,3
299,753,5
463,24,3
286,167,5
7,231,3
606,103,3
871,335,3
524,132,4
381,313,2
635,358,1
593,660,5
699,933,3
95,422,2
776,1172,2
653,213,2
385,171,3
650,823,3
18,100,5
94,111,4
64,77,3
344,421,2
667,694,4
379,100,5
472,1090,5
71,302,3
13,269,2
472,4,3
546,816,3
417,1119,3
407,191,5
620,706,3
776,706,3
452,197,5
159,1278,3
616,272,5
339,205,5
389,969,4
633,94,4
704,429,4
233,64,5
804,186,4
76,12,3
442,780,3
588,258,4
632,357,4
894,111,3
747,443,5
389,402,3
438,118,4
393,591,5
680,286,4
14,654,4
201,1220,2
422,181,4
851,916,3
777,204,5
843,526,3
661,28,5
193,402,3
601,153,4
387,773,4
880,168,3
198,135,5
867,191,5
607,511,5
790,475,3
711,191,5
23,176,3
625,486,3
387,547,4
679,419,3
94,328,3
655,1046,3
95,712,2
138,194,5
468,180,5
795,174,4
378,1037,2
642,220,4
894,1080,4
928,276,5
746,568,4
487,356,4
497,4,3
194,498,3
381,847,4
313,768,3
416,840,4
389,386,3
22,1002,1
682,790,3
308,546,3
58,213,5
235,192,4
846,110,3
848,191,5
473,7,2
706,742,2
429,768,3
271,11,4
193,56,1
387,410,3
536,189,5
896,430,3
72,443,3
363,145,1
499,271,3
494,479,3
417,5,4
804,284,4
476,70,3
399,38,2
85,1098,4
796,12,5
193,161,3
919,332,4
638,188,3
545,648,3
138,617,4
655,535,2
804,95,2
269,528,4
440,750,5
295,371,4
184,89,4
109,210,5
646,893,3
795,143,3
785,1,4
520,1051,3
387,511,3
428,875,4
671,452,4
472,143,4
509,892,1
880,96,4
94,421,4
89,949,3
329,705,3
175,98,5
334,450,1
269,88,1
887,279,5
738,100,2
334,744,3
399,388,2
222,214,4
804,423,3
1,226,3
267,720,3
13,437,1
56,862,3
22,226,4
561,47,4
498,628,4
151,463,5
158,325,4
533,525,3
760,300,1
642,82,5
916,176,4
292,511,5
291,1277,4
479,472,1
629,991,1
561,943,3
315,230,4
932,836,5
755,289,1
107,271,2
648,546,4
659,526,5
146,245,5
5,17,4
833,517,2
864,63,3
889,248,4
254,380,4
336,25,3
795,410,2
234,95,3
292,156,5
763,234,3
705,625,5
634,1199,1
833,108,2
336,124,1
279,1402,1
62,302,3
373,357,4
551,273,4
919,475,3
655,66,2
807,415,3
527,185,5
377,748,4
457,91,4
65,77,5
460,151,3
715,955,4
318,659,4
167,204,4
943,385,4
775,300,4
455,546,3
699,820,2
883,316,5
342,558,5
735,9,4
532,603,5
622,363,4
5,419,3
328,58,4
425,62,4
454,724,3
447,367,3
94,210,4
798,121,5
160,3,3
128,588,5
733,127,3
708,280,4
156,480,5
84,408,5
840,216,4
1,157,4
144,316,5
291,294,5
130,79,5
592,198,5
851,588,4
773,367,2
216,508,4
790,288,4
416,200,5
200,118,4
483,275,4
425,12,5
840,1674,4
474,42,4
595,986,2
644,261,4
543,603,5
573,205,3
471,432,1
248,290,3
904,90,2
130,216,4
840,511,4
766,654,4
235,463,4
897,826,4
349,619,4
892,596,3
839,1048,1
721,294,3
232,250,4
452,526,4
826,79,4
244,527,5
568,478,4
314,215,4
880,39,4
479,328,4
892,417,3
663,864,3
474,150,5
315,163,3
4,300,5
907,427,5
815,526,4
332,566,4
267,238,4
554,70,4
173,326,5
6,21,3
281,258,2
862,476,4
152,871,3
619,307,2
940,678,4
566,207,5
476,1037,1
399,824,2
532,746,5
620,300,3
416,364,2
501,979,3
826,29,3
416,157,4
186,406,1
26,13,3
276,385,4
650,137,3
933,508,3
268,158,2
588,99,5
539,357,4
889,436,3
738,258,4
655,1634,2
130,200,5
305,486,5
452,60,1
154,200,5
543,810,3
539,382,5
820,286,4
405,1261,1
838,173,5
913,258,4
79,283,4
151,504,4
573,276,3
11,79,4
222,747,2
682,756,2
314,409,4
653,511,4
8,435,5
279,804,4
298,127,5
752,905,2
406,28,3
393,108,2
608,736,4
643,202,3
622,176,4
881,732,5
910,250,1
931,508,4
222,402,4
94,235,4
56,121,5
733,1114,3
710,268,4
903,272,4
618,1048,3
770,246,5
474,293,4
867,28,5
339,29,3
409,300,3
417,214,5
308,486,4
892,1454,3
222,391,3
871,346,3
249,1016,3
264,382,4
712,418,3
334,29,2
541,91,5
92,717,3
59,570,4
269,476,1
618,378,4
779,252,3
625,855,4
380,425,4
536,724,4
693,273,3
786,191,4
203,326,4
606,56,5
452,79,4
218,204,3
466,331,5
860,262,4
346,748,4
325,180,4
500,82,4
830,233,3
401,520,3
469,490,5
833,159,2
149,328,2
187,214,4
653,402,1
618,135,4
928,269,5
643,152,4
393,191,3
116,20,3
406,143,1
321,215,3
805,141,2
339,474,4
301,91,3
859,1281,3
291,672,3
409,136,4
911,465,5
442,62,2
537,343,2
551,386,1
648,218,3
44,258,4
421,302,4
314,1139,5
380,97,3
659,143,5
712,568,5
774,654,2
666,492,4
894,126,3
57,117,4
845,690,5
201,17,3
887,1413,4
612,924,5
464,255,4
405,1078,1
407,117,3
568,132,2
805,472,2
334,127,4
749,151,5
2,279,4
410,898,3
922,427,5
363,176,4
181,741,1
301,820,3
234,154,3
104,1028,2
832,243,2
222,819,2
205,294,3
886,789,3
749,228,5
548,591,3
377,678,2
163,326,3
787,749,4
58,172,5
429,100,5
807,1411,1
222,148,2
144,50,5
268,206,3
48,654,5
311,229,5
398,357,4
315,433,4
380,7,3
603,157,1
301,201,4
881,414,5
809,1025,1
13,515,2
654,71,3
616,289,4
77,210,3
655,522,3
622,737,5
280,465,3
930,238,4
102,95,4
83,944,3
113,127,4
270,703,4
268,100,3
796,227,4
596,678,3
758,23,4
790,68,3
815,472,1
293,196,4
279,1070,3
709,4,3
393,722,2
896,422,3
566,191,4
141,118,5
472,380,5
198,823,2
397,346,4
846,228,5
192,255,2
406,496,4
411,1470,3
551,559,5
870,475,5
481,322,4
712,420,3
328,43,3
782,538,4
278,98,4
804,663,5
326,131,2
1,29,1
773,855,2
378,95,4
91,484,4
622,1078,3
776,217,4
758,301,3
435,625,2
846,12,5
479,255,2
770,117,5
758,25,4
870,111,3
628,305,5
749,64,4
200,72,4
405,957,1
246,77,2
804,568,4
508,196,3
145,926,3
932,855,5
436,628,5
758,1159,5
719,121,1
828,381,3
8,210,4
30,304,4
90,690,4
741,31,3
846,23,4
130,94,5
860,949,3
151,652,5
618,699,3
525,282,4
248,323,1
44,1058,4
724,269,4
273,340,3
79,937,2
707,618,3
716,498,5
305,186,4
291,7,5
655,631,4
654,8,5
167,674,2
472,216,4
254,379,1
712,110,5
104,324,1
894,713,4
535,778,2
363,230,2
447,642,4
854,125,3
346,365,1
680,20,4
699,1336,3
880,1041,4
318,1063,3
554,215,5
756,403,2
8,243,2
749,257,3
536,50,5
843,234,4
688,326,5
528,173,5
217,827,2
390,181,4
38,384,5
222,1053,3
880,202,4
542,744,2
700,96,4
57,1059,3
120,237,3
397,134,5
788,556,2
24,178,5
56,372,3
492,699,3
6,185,5
933,627,2
436,219,5
808,288,3
298,125,3
846,448,5
255,294,2
603,419,2
339,772,4
379,93,3
34,286,5
62,91,4
749,205,4
300,876,5
459,477,1
160,412,3
393,893,3
846,432,3
608,483,4
347,386,1
868,56,3
916,431,3
490,284,3
639,962,1
13,911,2
361,502,4
894,512,5
738,1,5
126,288,4
243,468,3
919,191,5
751,161,2
586,72,2
843,143,2
682,2,3
207,746,4
643,659,5
505,71,4
537,639,2
484,125,4
335,902,5
360,284,3
159,254,3
180,462,5
449,1194,4
867,156,5
22,688,1
63,126,3
6,211,5
97,208,5
531,302,5
65,88,4
8,96,3
444,515,4
896,42,4
385,427,4
714,685,4
389,210,2
128,508,4
73,100,4
167,513,4
429,82,4
181,1362,1
343,100,5
23,102,3
334,950,3
755,294,3
327,47,4
848,186,5
495,53,1
303,369,1
605,215,3
222,102,2
655,529,4
294,181,5
863,1294,4
535,136,5
268,223,3
291,670,5
880,815,4
347,85,5
664,89,5
49,313,3
450,181,4
869,310,4
616,300,4
213,447,4
325,234,3
459,687,3
484,255,3
731,357,5
832,313,5
748,216,4
450,642,4
890,121,2
641,268,4
406,420,4
249,169,5
932,178,5
3,329,4
345,244,3
573,216,4
268,1,3
850,480,5
246,588,4
346,31,4
500,298,4
606,568,4
658,273,4
624,255,3
864,1101,4
208,662,4
727,312,3
405,1239,1
697,886,5
200,378,5
502,678,3
650,391,2
165,326,5
201,895,3
1,146,4
454,654,2
543,210,3
788,474,3
896,225,1
159,685,4
897,622,3
798,197,2
705,578,3
234,202,3
416,869,3
928,333,3
147,269,4
407,443,3
6,275,4
138,45,5
82,523,5
659,578,3
328,284,3
481,507,4
599,274,5
716,570,3
382,475,3
500,281,3
158,183,3
323,1012,4
308,550,4
892,732,4
650,554,2
82,50,5
339,74,4
24,97,4
105,313,5
409,30,4
406,88,2
442,234,4
267,250,5
318,712,4
181,323,2
934,732,5
279,24,5
110,340,3
804,399,4
170,333,4
334,185,4
487,685,3
145,217,3
648,722,3
675,235,1
661,71,4
756,118,2
649,121,2
892,500,5
536,228,5
709,65,2
178,654,3
318,15,5
85,476,3
527,659,4
267,29,3
82,230,2
588,100,1
346,273,4
551,84,1
747,525,5
548,751,4
648,458,2
115,508,5
524,1113,3
795,200,3
419,286,4
823,98,5
597,300,5
11,430,3
305,153,3
8,651,5
230,266,4
634,840,2
92,189,4
207,978,3
11,527,4
269,482,3
446,286,3
707,487,2
727,164,5
740,242,4
867,511,5
207,185,4
597,1152,4
588,1180,2
189,79,3
165,181,5
570,748,3
715,117,3
786,655,4
321,56,4
677,237,4
880,810,3
67,25,4
538,275,4
312,740,4
114,156,4
11,597,2
537,195,3
406,32,5
751,480,4
95,2,2
409,404,2
711,143,5
847,428,3
586,83,2
938,595,2
562,1,2
162,943,4
796,564,1
291,1220,5
585,640,2
23,385,4
413,269,4
868,581,2
184,1167,5
648,240,2
455,174,4
450,530,3
232,655,4
405,563,1
592,482,4
624,762,4
751,418,5
535,197,5
141,330,1
381,176,4
279,16,4
679,109,3
450,628,4
828,1466,4
294,328,4
135,260,3
285,302,5
329,333,4
734,419,4
789,276,5
479,380,3
848,199,5
276,214,5
203,304,3
642,400,4
115,558,5
279,87,1
269,367,3
883,1592,5
805,831,4
588,69,2
929,22,5
222,825,3
790,738,3
815,240,2
447,27,3
405,710,4
474,197,5
507,258,4
416,509,5
537,702,3
566,136,4
416,216,5
1,262,3
402,234,4
388,300,4
81,596,3
189,654,3
83,591,4
540,293,4
636,121,5
432,827,3
527,652,4
92,125,4
326,474,5
451,990,3
495,393,5
339,478,5
299,20,3
662,1652,3
470,137,3
643,399,3
60,525,5
615,48,5
339,168,4
198,161,3
655,218,3
457,792,4
91,205,5
870,569,2
588,553,4
189,462,5
42,25,3
429,319,3
931,281,3
347,230,4
922,402,3
768,151,2
224,962,2
259,546,3
402,96,5
279,544,1
457,472,4
342,179,5
497,417,2
109,8,3
62,472,2
93,118,3
919,527,4
859,25,4
405,1439,1
18,735,4
796,554,2
611,342,3
101,742,4
403,123,3
297,984,1
119,64,4
660,228,3
467,248,3
318,435,5
63,282,1
686,299,5
682,156,5
579,877,1
301,333,4
123,182,4
458,735,2
892,196,4
542,288,2
459,300,4
928,328,3
496,659,3
804,120,3
642,181,5
256,29,4
388,302,5
536,95,5
460,312,4
222,155,4
218,209,5
174,768,1
694,528,3
268,147,4
279,1180,2
786,174,4
795,25,5
453,79,3
535,174,4
301,98,4
391,76,3
756,99,3
447,300,4
41,175,5
716,615,3
109,628,2
416,928,3
749,187,3
455,292,3
710,302,4
244,200,5
291,655,4
503,205,4
194,181,3
582,475,5
397,894,1
639,514,4
224,699,4
10,22,5
397,8,4
320,174,4
42,419,5
563,412,2
582,269,4
758,13,5
492,186,3
435,1217,3
13,417,2
629,357,4
374,741,3
334,124,5
507,271,5
215,222,4
833,1628,3
181,302,2
450,761,4
295,588,4
756,919,5
88,319,3
885,419,4
280,159,4
449,558,4
406,1126,3
5,376,2
731,143,5
747,30,5
311,491,4
524,831,3
465,169,4
894,933,3
270,672,5
416,96,4
354,209,3
195,328,4
446,334,3
904,628,3
727,79,4
72,518,4
82,15,3
360,193,5
463,892,2
37,127,4
823,655,5
60,736,5
587,682,3
130,122,3
860,56,4
137,117,5
422,295,3
313,71,4
207,1012,3
102,436,2
385,653,4
20,118,4
194,616,3
270,379,5
69,98,5
594,126,3
511,288,4
214,173,4
505,96,4
815,528,5
773,1097,4
334,529,5
407,288,4
57,475,2
580,123,4
385,507,3
290,180,1
154,288,3
587,258,4
326,655,5
7,579,4
495,665,1
528,484,3
158,510,3
886,79,5
660,215,3
807,358,3
529,749,4
416,735,5
683,683,3
450,234,3
931,255,4
698,257,3
846,588,4
607,528,4
320,1188,4
610,98,5
381,1533,4
934,411,3
582,237,3
905,326,3
58,144,4
661,180,5
218,176,5
633,498,2
867,51,3
896,24,4
758,750,2
378,1145,3
922,227,4
452,265,3
523,1195,5
291,563,3
627,125,2
605,531,4
903,100,5
451,262,1
354,631,4
642,660,3
746,184,4
682,1045,3
336,1230,2
398,484,4
638,550,5
365,342,2
94,246,4
299,114,4
933,1017,3
189,1400,3
934,436,3
422,458,3
587,294,3
299,319,3
916,276,4
408,334,2
398,494,3
261,300,5
405,521,4
711,203,4
462,321,5
621,585,4
234,447,3
687,300,4
533,724,4
848,419,5
264,1355,4
497,570,3
586,1047,3
747,929,3
648,746,4
863,349,1
697,1025,2
717,628,5
618,276,3
422,515,4
450,465,4
378,111,3
305,246,3
276,974,2
810,288,3
727,616,2
506,475,1
606,132,5
897,288,5
894,280,3
60,650,4
896,148,2
849,27,5
527,96,4
90,192,4
435,206,5
826,233,4
629,56,5
106,211,4
224,980,1
336,585,3
76,293,4
178,313,5
119,1034,3
90,479,5
94,765,3
796,164,3
894,260,2
919,756,3
617,357,4
286,1113,3
543,2,3
764,1012,4
933,559,2
269,425,5
378,225,3
239,58,5
148,140,1
553,507,3
902,304,3
536,487,4
39,352,5
588,178,5
648,564,1
828,327,4
294,928,3
30,403,2
796,234,2
5,395,2
357,304,5
433,457,1
232,215,3
188,356,4
22,174,5
308,117,3
243,514,4
943,672,5
344,12,5
295,655,5
385,922,4
518,742,5
160,460,2
102,385,3
152,132,5
934,190,4
95,432,3
636,25,5
931,306,4
393,644,3
313,309,4
22,79,4
318,215,2
711,111,2
432,181,5
435,42,3
1,60,5
833,401,2
685,299,2
655,283,3
707,167,2
416,938,3
621,161,3
310,740,4
177,1,3
435,585,3
304,271,4
151,408,5
489,682,4
435,675,3
59,640,5
416,238,4
347,151,3
405,1400,1
417,257,3
221,809,3
708,289,4
747,63,3
314,126,2
758,512,5
298,742,3
110,202,2
387,194,3
28,89,4
666,1154,3
886,80,3
275,183,3
317,331,4
167,136,4
234,584,3
885,432,4
165,127,4
825,105,3
303,433,4
378,380,3
924,283,4
397,498,4
450,192,4
85,709,5
568,615,5
83,106,4
716,192,3
244,410,4
308,430,4
222,471,3
591,210,3
345,393,3
288,178,5
385,129,3
161,135,2
405,783,2
567,659,4
326,615,4
676,313,4
126,326,2
911,99,3
264,525,5
533,1086,3
836,357,5
709,451,1
676,916,5
159,1049,4
489,327,5
835,210,5
380,708,3
11,654,3
500,514,5
682,423,5
79,258,5
655,20,3
653,967,2
788,736,3
758,62,2
492,97,3
528,238,3
308,705,5
537,97,2
931,100,4
314,1267,3
313,99,4
334,129,4
405,773,1
158,204,4
499,524,4
159,273,5
376,815,3
222,217,3
308,211,4
387,31,3
394,121,4
498,275,3
404,678,4
535,265,3
149,333,1
239,268,2
405,1019,1
788,385,3
18,524,4
47,268,4
82,705,3
721,65,1
46,100,4
416,7,4
303,720,2
796,318,4
181,922,1
42,88,5
778,186,4
251,249,5
899,190,4
648,38,5
274,83,5
99,369,4
643,56,5
846,719,2
825,685,4
655,481,2
429,367,3
734,204,4
913,50,4
285,185,3
92,1095,2
28,479,4
6,503,3
922,294,4
825,926,4
393,323,2
263,678,2
378,161,4
452,1534,1
214,285,5
786,455,1
796,815,4
405,168,1
87,684,5
723,168,5
321,498,5
758,100,5
416,792,4
524,259,3
283,100,4
561,980,3
402,591,4
185,285,5
56,70,4
499,414,3
271,15,3
59,660,4
370,181,4
360,64,5
521,748,3
279,150,3
224,402,5
450,781,4
299,143,3
442,182,4
622,172,5
545,258,3
311,222,4
628,1296,5
269,405,1
445,273,2
62,241,1
455,276,4
47,288,2
279,1492,4
294,535,4
152,393,5
374,195,3
536,584,5
312,265,1
254,892,3
674,405,4
184,591,3
457,96,5
445,23,3
87,158,3
423,690,4
517,105,1
256,22,5
739,216,4
921,151,3
18,513,4
3,288,2
20,174,4
365,352,1
222,209,4
207,60,3
660,179,4
774,774,1
456,274,3
796,974,3
66,286,1
460,10,3
553,527,3
706,25,4
228,327,1
121,300,3
897,451,4
434,406,3
504,174,4
573,135,4
207,367,3
913,302,4
229,898,5
577,443,4
788,22,5
682,684,3
339,126,4
279,367,3
99,763,5
216,11,5
214,191,4
487,73,3
843,142,2
468,182,5
178,153,4
374,29,3
661,118,4
363,518,4
450,69,4
466,128,2
482,748,4
144,172,4
891,1040,3
409,615,5
472,432,5
716,661,3
493,475,3
650,579,3
864,1531,3
293,1016,2
216,67,3
171,303,4
456,99,3
484,755,4
371,234,5
455,121,4
207,609,4
938,125,3
303,250,4
833,649,3
22,194,5
303,800,3
752,748,4
458,293,5
741,172,5
137,243,4
828,301,2
796,479,4
6,530,4
807,1084,4
481,498,5
291,123,4
424,25,4
772,321,5
57,473,3
716,480,5
116,286,3
59,230,4
327,237,4
295,1221,5
934,144,4
517,127,4
445,100,2
310,257,5
59,50,5
499,136,4
274,258,5
886,1010,5
741,67,3
923,249,4
314,73,4
788,879,4
634,121,5
223,276,4
378,47,4
833,671,5
417,79,3
497,510,3
66,763,4
756,550,2
271,443,3
89,301,5
796,112,4
200,420,5
486,242,4
308,210,4
707,116,5
280,420,3
648,456,2
287,327,5
857,259,4
159,1152,4
488,154,3
669,313,4
830,550,5
450,608,4
416,682,3
859,287,5
933,840,3
875,423,5
704,187,4
338,310,3
836,288,1
463,3,2
110,327,3
880,254,2
851,825,4
707,1545,2
392,59,4
435,885,3
334,307,3
303,875,4
58,255,4
99,346,4
504,1030,3
35,328,3
265,111,2
659,313,5
476,890,1
262,185,3
296,56,5
698,177,1
854,696,2
640,373,3
398,504,3
905,1011,3
645,65,4
769,120,1
786,376,3
551,85,1
683,259,3
363,9,3
576,381,3
435,1231,2
232,425,4
472,91,5
375,218,3
592,1060,2
435,562,5
707,531,5
573,479,4
561,679,3
296,191,5
437,559,3
535,156,2
861,740,4
110,722,3
536,143,5
373,136,4
846,177,3
269,179,4
647,117,3
923,546,4
770,7,5
815,494,5
313,415,2
1,113,5
14,498,5
95,183,5
269,475,5
699,100,4
655,27,3
584,449,2
851,313,4
221,218,4
771,462,3
406,3,3
429,42,5
788,810,3
815,423,5
90,602,5
805,715,4
634,762,3
7,399,4
297,265,3
896,175,2
59,133,3
432,284,4
113,9,3
249,50,4
442,288,4
541,500,4
901,12,5
409,514,5
293,3,2
546,200,5
661,58,4
593,591,4
922,455,4
381,318,5
655,467,3
268,229,2
629,191,3
151,1286,5
627,461,3
883,10,5
56,501,3
429,66,2
92,708,4
693,499,4
115,7,5
869,15,1
746,684,4
393,73,4
934,196,5
620,294,5
630,620,4
324,873,5
12,708,3
234,471,3
655,766,3
318,174,4
1,211,3
787,352,2
401,321,2
557,532,5
31,811,4
215,183,5
125,290,4
126,346,3
877,1402,4
102,326,3
886,1228,2
499,174,3
496,150,2
577,662,4
666,515,5
270,218,5
266,25,3
416,331,4
592,1623,4
537,602,3
90,70,5
622,89,5
486,264,3
370,175,3
606,530,4
342,68,3
804,511,4
406,208,2
823,77,4
889,403,3
239,98,5
311,133,3
174,155,4
703,276,3
789,284,3
311,648,4
536,227,5
334,652,5
278,311,4
409,100,5
407,1028,3
498,218,3
712,50,4
586,393,3
646,678,3
554,1284,3
913,98,4
255,444,3
163,64,4
87,1181,3
575,294,1
406,212,2
87,73,3
637,289,2
752,305,4
230,142,4
76,811,4
279,431,4
398,125,3
586,56,5
892,174,5
458,23,4
854,271,4
846,302,5
296,258,5
592,56,5
136,286,5
235,431,2
928,187,5
626,323,1
416,245,2
292,665,3
788,471,3
746,89,4
592,170,5
659,1168,4
339,204,3
771,1,5
741,783,3
678,111,4
7,382,4
383,604,5
95,465,3
181,308,1
624,750,4
150,293,4
293,414,4
542,432,5
659,4,3
107,325,3
82,13,2
933,384,1
221,469,3
389,501,5
228,56,2
664,215,4
246,230,3
896,452,3
98,194,5
419,617,4
472,625,4
23,156,3
14,313,2
649,1016,4
903,177,4
321,61,5
110,739,4
750,304,4
301,407,2
263,294,2
269,1188,1
435,50,5
194,432,4
504,53,4
60,523,4
900,871,1
542,451,3
659,836,4
648,177,5
327,260,1
757,38,3
655,954,2
519,350,5
863,1678,1
703,275,4
834,151,4
770,289,5
43,63,3
42,69,4
391,177,4
551,56,5
868,204,2
798,155,3
861,1227,4
343,12,5
537,470,2
562,98,4
804,2,4
479,325,1
535,389,4
96,89,5
907,278,5
943,399,1
59,101,5
262,778,4
889,511,4
